ID,Income
TEST_0000,14.352071329824184
TEST_0001,0.0
TEST_0002,412.5144100659271
TEST_0003,708.416271724144
TEST_0004,0.0
TEST_0005,743.2753099293575
TEST_0006,426.96443558218584
TEST_0007,0.0
TEST_0008,0.0
TEST_0009,1042.3493819055623
TEST_0010,880.5587025984892
TEST_0011,743.2876761499105
TEST_0012,539.6739651827481
TEST_0013,796.6542505259401
TEST_0014,0.0
TEST_0015,930.8976311129918
TEST_0016,731.0138393957465
TEST_0017,508.6991760248643
TEST_0018,613.6608204731587
TEST_0019,1083.0776193425168
TEST_0020,562.7624237197076
TEST_0021,1256.0803764961022
TEST_0022,0.0
TEST_0023,883.5011097762442
TEST_0024,0.0
TEST_0025,659.0688680970595
TEST_0026,743.5445770893848
TEST_0027,1163.2017493287335
TEST_0028,0.0
TEST_0029,567.1868385471886
TEST_0030,0.0
TEST_0031,1015.4421081821041
TEST_0032,633.0844306970536
TEST_0033,0.0
TEST_0034,1018.7860281834314
TEST_0035,0.0
TEST_0036,0.0
TEST_0037,635.7361351280624
TEST_0038,641.6321790035561
TEST_0039,0.0
TEST_0040,541.9084306043198
TEST_0041,1902.6134077987394
TEST_0042,701.8835318157436
TEST_0043,1201.8090543377318
TEST_0044,950.8265723150143
TEST_0045,1093.490705363893
TEST_0046,1112.6134769976877
TEST_0047,577.7227844837234
TEST_0048,440.4406664183283
TEST_0049,0.0
TEST_0050,0.0
TEST_0051,306.57070578205384
TEST_0052,598.8733521287288
TEST_0053,605.7254760289312
TEST_0054,488.5032579069489
TEST_0055,589.5863215088935
TEST_0056,1024.0303714463778
TEST_0057,0.0
TEST_0058,815.6122405643684
TEST_0059,875.8640360267054
TEST_0060,502.3254547149279
TEST_0061,960.5771888692148
TEST_0062,487.3332026072128
TEST_0063,9.477725057877478
TEST_0064,655.741374985502
TEST_0065,349.7444303509032
TEST_0066,0.0
TEST_0067,593.1270890825596
TEST_0068,846.9780728732807
TEST_0069,1032.716542741225
TEST_0070,0.0
TEST_0071,758.4872414413227
TEST_0072,974.5991490589172
TEST_0073,789.5942436189309
TEST_0074,613.793353140252
TEST_0075,285.2622892991166
TEST_0076,1087.9735563382349
TEST_0077,505.09213823498965
TEST_0078,9.124554050465122
TEST_0079,491.160382390347
TEST_0080,0.0
TEST_0081,619.3753715431129
TEST_0082,13.839513376342325
TEST_0083,0.0
TEST_0084,616.5105875401337
TEST_0085,1110.1791322405775
TEST_0086,1740.735448601565
TEST_0087,640.2751603165607
TEST_0088,976.1671426503963
TEST_0089,0.0
TEST_0090,1534.9708957308412
TEST_0091,0.0
TEST_0092,622.0791000681788
TEST_0093,426.8890887044749
TEST_0094,1166.9953086860623
TEST_0095,539.2469225809643
TEST_0096,484.1062800608198
TEST_0097,517.7477821706602
TEST_0098,856.612767450224
TEST_0099,495.684183488137
TEST_0100,0.0
TEST_0101,417.1042603527985
TEST_0102,352.0081007207649
TEST_0103,0.0
TEST_0104,686.9636515389283
TEST_0105,0.0
TEST_0106,819.6240370462244
TEST_0107,371.81392917210724
TEST_0108,894.2207600448914
TEST_0109,507.66719323608714
TEST_0110,0.0
TEST_0111,678.5359922346958
TEST_0112,0.0
TEST_0113,1124.2935400019467
TEST_0114,498.35728154197307
TEST_0115,0.0
TEST_0116,963.5094480808206
TEST_0117,538.7051768780188
TEST_0118,612.0749175555064
TEST_0119,577.8802919750518
TEST_0120,1080.1791200211674
TEST_0121,938.4671691066371
TEST_0122,992.8931494318277
TEST_0123,607.6178845650882
TEST_0124,0.0
TEST_0125,1130.0254862911477
TEST_0126,0.0
TEST_0127,1058.8081861120158
TEST_0128,480.1059408876207
TEST_0129,1268.2034590688927
TEST_0130,701.8552315503181
TEST_0131,434.478668699585
TEST_0132,465.2116166712479
TEST_0133,634.5312373501948
TEST_0134,1017.8696686896785
TEST_0135,664.1148305052683
TEST_0136,795.2394908148867
TEST_0137,917.6644796878064
TEST_0138,0.0
TEST_0139,409.0227666945493
TEST_0140,601.9942267308198
TEST_0141,556.1174878085648
TEST_0142,614.0377016306508
TEST_0143,0.16041232533757466
TEST_0144,1366.7582857588695
TEST_0145,884.5478195283781
TEST_0146,0.0
TEST_0147,998.802394668061
TEST_0148,1151.7554740546366
TEST_0149,4.107899447928958
TEST_0150,1303.8048164985137
TEST_0151,772.025248863789
TEST_0152,638.1953071440096
TEST_0153,547.7054182957778
TEST_0154,551.3961640529011
TEST_0155,862.6363059925311
TEST_0156,480.2946823928541
TEST_0157,0.0
TEST_0158,468.71271512927524
TEST_0159,0.0
TEST_0160,522.4770789441221
TEST_0161,663.915256251445
TEST_0162,363.64737010978143
TEST_0163,369.23079190739423
TEST_0164,0.0
TEST_0165,776.9467627884144
TEST_0166,674.9877473428033
TEST_0167,622.4720066717564
TEST_0168,0.0
TEST_0169,1205.2211497128667
TEST_0170,428.9857389376673
TEST_0171,976.3615803026928
TEST_0172,798.471945085096
TEST_0173,503.99069367985385
TEST_0174,22.776024931818597
TEST_0175,799.9383531739916
TEST_0176,702.2300932805159
TEST_0177,0.0
TEST_0178,0.0
TEST_0179,1060.706437990852
TEST_0180,1142.9797970124641
TEST_0181,830.4710196000608
TEST_0182,603.6889705041414
TEST_0183,908.6472045242997
TEST_0184,686.5440278111339
TEST_0185,532.0124572234492
TEST_0186,1151.7554740546366
TEST_0187,0.0
TEST_0188,503.76482254700807
TEST_0189,507.65976695613097
TEST_0190,1303.5025992556011
TEST_0191,544.2265511169985
TEST_0192,1281.7179586344341
TEST_0193,623.4930631003269
TEST_0194,381.22530045297367
TEST_0195,457.64627328636215
TEST_0196,0.0
TEST_0197,480.5235489729546
TEST_0198,740.6964948630623
TEST_0199,571.7933403166136
TEST_0200,0.0
TEST_0201,747.9739609430505
TEST_0202,0.0
TEST_0203,1247.0119033395335
TEST_0204,460.90567423971834
TEST_0205,0.0
TEST_0206,629.1805898051593
TEST_0207,0.0
TEST_0208,470.4351158942707
TEST_0209,0.0
TEST_0210,834.5094036554455
TEST_0211,466.0768276769186
