sessionID,TARGET
SESSION_252289,29.43052236219843
SESSION_252290,0.9944685053642535
SESSION_252291,2.485641067382383
SESSION_252292,4.279816600425156
SESSION_252293,9.669173006645028
SESSION_252294,4.172087427122395
SESSION_252295,11.227836737028252
SESSION_252296,3.8351356577738978
SESSION_252297,0.9469255169482111
SESSION_252298,0.9811535615077562
SESSION_252299,3.444390476370904
SESSION_252300,0.9938286128576821
SESSION_252301,4.177658710420587
SESSION_252302,11.374375642002956
SESSION_252303,1.003579229869886
SESSION_252304,0.9828900024298859
SESSION_252305,1.0382676655917291
SESSION_252306,0.9825237639640552
SESSION_252307,0.9733299818748726
SESSION_252308,0.9754283746671986
SESSION_252309,5.273917731968314
SESSION_252310,2.4671593525556794
SESSION_252311,13.051569943944571
SESSION_252312,0.9863927393442009
SESSION_252313,2.395349756929808
SESSION_252314,7.848806366370978
SESSION_252315,0.9877024259978304
SESSION_252316,12.704758433061702
SESSION_252317,1.0079049252104366
SESSION_252318,0.9877024259978304
SESSION_252319,2.5096769936705385
SESSION_252320,30.3922885268958
SESSION_252321,0.9457945094102294
SESSION_252322,4.05805288340165
SESSION_252323,7.0622245678332245
SESSION_252324,1.8696877353730847
SESSION_252325,1.981648564190741
SESSION_252326,3.3780805376204244
SESSION_252327,7.695637851329607
SESSION_252328,7.300535775685707
SESSION_252329,1.0229620553133913
SESSION_252330,2.927716273572093
SESSION_252331,0.9877024259978304
SESSION_252332,4.801556834208455
SESSION_252333,3.6049155307141265
SESSION_252334,1.010175563486348
SESSION_252335,2.3493767211224537
SESSION_252336,1.886261145828519
SESSION_252337,1.0010724158362065
SESSION_252338,24.19827995063165
SESSION_252339,11.21469195873717
SESSION_252340,3.48132141926132
SESSION_252341,3.038641156903445
SESSION_252342,0.9962863292962942
SESSION_252343,4.366714948869894
SESSION_252344,3.9901240598285734
SESSION_252345,0.9306599474730968
SESSION_252346,1.055904498461358
SESSION_252347,3.7100808807390524
SESSION_252348,0.9944685053642535
SESSION_252349,1.0229620553133913
SESSION_252350,0.9877024259978304
SESSION_252351,2.686939849624373
SESSION_252352,21.93557347717069
SESSION_252353,0.9665884447331621
SESSION_252354,0.9952069709384541
SESSION_252355,0.9014929514499785
SESSION_252356,0.9937124699223299
SESSION_252357,0.9684506140352149
SESSION_252358,4.2913071850329345
SESSION_252359,4.825713463173244
SESSION_252360,6.2192304892824275
SESSION_252361,0.9952423457630157
SESSION_252362,2.990044003902455
SESSION_252363,3.7333952431421578
SESSION_252364,1.00954744876437
SESSION_252365,15.002353508116991
SESSION_252366,6.769895818120992
SESSION_252367,0.9877024259978304
SESSION_252368,12.69907969689192
