sessionID,TARGET
SESSION_252289,29.782200448730833
SESSION_252290,1.0108819128887845
SESSION_252291,2.735649656188679
SESSION_252292,4.363910605406853
SESSION_252293,9.959160558467168
SESSION_252294,4.153394945857679
SESSION_252295,10.533762074597671
SESSION_252296,3.720850086619086
SESSION_252297,0.8707463013625647
SESSION_252298,1.0023501536699322
SESSION_252299,3.3808071258906
SESSION_252300,1.0235279143140685
SESSION_252301,4.142907125120276
SESSION_252302,12.172277087138918
SESSION_252303,1.0071644746876625
SESSION_252304,1.0063144432741034
SESSION_252305,1.0354374133425925
SESSION_252306,0.9768445099216927
SESSION_252307,1.0590816484688648
SESSION_252308,0.949642881927109
SESSION_252309,5.386980888274653
SESSION_252310,2.5051904142657753
SESSION_252311,13.839296652188494
SESSION_252312,0.9941456340153803
SESSION_252313,2.393007919081678
SESSION_252314,7.377479271024051
SESSION_252315,0.9846989682042593
SESSION_252316,12.448901643226321
SESSION_252317,0.9769355641322681
SESSION_252318,0.9846989682042593
SESSION_252319,2.3003429435347917
SESSION_252320,30.314334111409817
SESSION_252321,0.9214204216058013
SESSION_252322,3.9698925383941823
SESSION_252323,6.668529936938587
SESSION_252324,1.843880413356228
SESSION_252325,2.0558817623540766
SESSION_252326,3.176462209301252
SESSION_252327,9.83637853677088
SESSION_252328,7.12799333846514
SESSION_252329,1.0264906509076859
SESSION_252330,2.932882256956813
SESSION_252331,0.9846989682042593
SESSION_252332,4.617871483691766
SESSION_252333,3.951752036626856
SESSION_252334,1.0044058236205529
SESSION_252335,2.22587864119283
SESSION_252336,1.869048995728897
SESSION_252337,0.9913777632287211
SESSION_252338,24.265524472055535
SESSION_252339,11.426404734698817
SESSION_252340,3.422284025216699
SESSION_252341,2.933508260218588
SESSION_252342,0.9463741679101139
SESSION_252343,4.237008186068593
SESSION_252344,4.1564520514933045
SESSION_252345,0.9786905770525545
SESSION_252346,1.042204466026333
SESSION_252347,3.9751928569766735
SESSION_252348,1.0108819128887845
SESSION_252349,1.0264906509076859
SESSION_252350,0.9846989682042593
SESSION_252351,2.640132723095917
SESSION_252352,21.737087598003374
SESSION_252353,0.9635651023321405
SESSION_252354,0.9913258340570681
SESSION_252355,0.9499691077624273
SESSION_252356,0.9942549914731336
SESSION_252357,0.9636847101126453
SESSION_252358,4.200247386329281
SESSION_252359,4.809042302611017
SESSION_252360,6.774624727147502
SESSION_252361,0.9945346512274842
SESSION_252362,3.052790063922167
SESSION_252363,3.6967053845519615
SESSION_252364,0.9914977112004055
SESSION_252365,16.044130444728054
SESSION_252366,7.293494862538282
SESSION_252367,0.9846989682042593
SESSION_252368,11.913977719040021
SESSION_252369,0.9899931184805117
SESSION_252370,1.0354374133425925
SESSION_252371,6.498590433051361
SESSION_252372,2.7433893330324004
SESSION_252373,0.9846989682042593
SESSION_252374,23.359083485655372
SESSION_252375,1.0275943515677572
SESSION_252376,4.284453859115127
SESSION_252377,9.049490203484694
SESSION_252378,3.7113276898672303
SESSION_252379,5.5674506091382785
SESSION_252380,0.9696073225080344
SESSION_252381,2.627241196381914
SESSION_252382,8.804891695407242
SESSION_252383,11.148140053633032
SESSION_252384,2.707245080425265
SESSION_252385,6.039668375758112
SESSION_252386,1.0483454969414079
SESSION_252387,0.9974939860303587
SESSION_252388,0.9706810337591145
SESSION_252389,1.0570111891813077
SESSION_252390,1.00224550125801
SESSION_252391,1.0354374133425925
SESSION_252392,3.4564815564028897
SESSION_252393,10.587004547364474
SESSION_252394,0.9730025327413414
SESSION_252395,1.0024005200939197
SESSION_252396,0.9945346512274842
SESSION_252397,1.0347893270718043
SESSION_252398,0.966087688748932
SESSION_252399,3.3063492660934686
SESSION_252400,1.0218321141487277
SESSION_252401,13.850485223055873
SESSION_252402,1.171870771078395
SESSION_252403,1.0275300909733978
SESSION_252404,1.0352530428198414
SESSION_252405,0.9846989682042593
SESSION_252406,1.0264906509076859
SESSION_252407,2.019646184393839
SESSION_252408,0.9942549914731336
SESSION_252409,1.0264906509076859
SESSION_252410,2.7510671082378346
SESSION_252411,0.983988003668677
SESSION_252412,11.208044448972537
SESSION_252413,1.0342620049753894
SESSION_252414,2.515928273405499
SESSION_252415,6.0237298720739805
SESSION_252416,0.8752475498335337
SESSION_252417,2.0919087241251475
SESSION_252418,1.1526646803377596
SESSION_252419,3.6821901125680183
SESSION_252420,1.890791019293474
SESSION_252421,2.959287401713289
SESSION_252422,1.0354374133425925
SESSION_252423,1.178230875138325
SESSION_252424,3.192216477013419
SESSION_252425,1.0244879856625384
SESSION_252426,3.1271338971316185
SESSION_252427,3.397618822656725
SESSION_252428,17.86313483840395
SESSION_252429,0.9478162098540226
SESSION_252430,0.7753052466463295
SESSION_252431,1.0291849117988967
SESSION_252432,8.363148452379761
SESSION_252433,13.168619078383335
SESSION_252434,27.624998063075047
SESSION_252435,2.345404969028199
SESSION_252436,2.8758650359145217
SESSION_252437,33.24737724852177
SESSION_252438,2.581852707084913
SESSION_252439,14.061835916539495
SESSION_252440,1.2604533507316051
SESSION_252441,0.9499691077624273
SESSION_252442,2.890023542148165
SESSION_252443,0.9945346512274842
SESSION_252444,1.044484408849804
